disability,geo_code,geo_level,sex,total,geo_version
Mental disable,28005,local,Female,7,2016
Mental disable,28005,local,Male,7,2016
Multiple disable,28005,local,Female,11,2016
Multiple disable,28005,local,Male,8,2016
No disability,28005,local,Female,7818,2016
No disability,28005,local,Male,6803,2016
Physical,28005,local,Female,40,2016
Physical,28005,local,Male,59,2016
Speech problem,28005,local,Female,9,2016
Speech problem,28005,local,Male,13,2016
Blind/low vision,28010,local,Female,34,2016
Blind/low vision,28010,local,Male,32,2016
Deaf/hard of hearing,28010,local,Female,13,2016
Deaf/hard of hearing,28010,local,Male,12,2016
Deaf-Blind,28010,local,Female,3,2016
Deaf-Blind,28010,local,Male,7,2016
Intellectual disable,28010,local,Female,5,2016
Intellectual disable,28010,local,Male,10,2016
Mental disable,28010,local,Female,10,2016
Mental disable,28010,local,Male,3,2016
Multiple disable,28010,local,Female,14,2016
Multiple disable,28010,local,Male,15,2016
No disability,28010,local,Female,8442,2016
No disability,28010,local,Male,7993,2016
Physical,28010,local,Female,66,2016
Physical,28010,local,Male,100,2016
Speech problem,28010,local,Female,19,2016
Speech problem,28010,local,Male,22,2016
Blind/low vision,28007,local,Female,32,2016
Blind/low vision,28007,local,Male,24,2016
Deaf/hard of hearing,28007,local,Female,20,2016
Deaf/hard of hearing,28007,local,Male,23,2016
Deaf-Blind,28007,local,Female,3,2016
Deaf-Blind,28007,local,Male,4,2016
Intellectual disable,28007,local,Female,1,2016
Intellectual disable,28007,local,Male,2,2016
Mental disable,28007,local,Female,7,2016
Mental disable,28007,local,Male,4,2016
Multiple disable,28007,local,Female,10,2016
Multiple disable,28007,local,Male,17,2016
No disability,28007,local,Female,7306,2016
No disability,28007,local,Male,5934,2016
Physical,28007,local,Female,29,2016
Physical,28007,local,Male,38,2016
Speech problem,28007,local,Female,12,2016
Speech problem,28007,local,Male,13,2016
Blind/low vision,28001,local,Female,70,2016
Blind/low vision,28001,local,Male,73,2016
Deaf/hard of hearing,28001,local,Female,45,2016
Deaf/hard of hearing,28001,local,Male,42,2016
Deaf-Blind,28001,local,Female,8,2016
Deaf-Blind,28001,local,Male,7,2016
Intellectual disable,28001,local,Female,9,2016
Intellectual disable,28001,local,Male,12,2016
Mental disable,28001,local,Female,24,2016
Mental disable,28001,local,Male,25,2016
Multiple disable,28001,local,Female,15,2016
Multiple disable,28001,local,Male,23,2016
No disability,28001,local,Female,20739,2016
No disability,28001,local,Male,19224,2016
Physical,28001,local,Female,138,2016
Physical,28001,local,Male,167,2016
Speech problem,28001,local,Female,48,2016
Speech problem,28001,local,Male,29,2016
Blind/low vision,28004,local,Female,32,2016
Blind/low vision,28004,local,Male,51,2016
Deaf/hard of hearing,28004,local,Female,31,2016
Deaf/hard of hearing,28004,local,Male,23,2016
Deaf-Blind,28004,local,Female,1,2016
Deaf-Blind,28004,local,Male,5,2016
Intellectual disable,28004,local,Female,4,2016
Intellectual disable,28004,local,Male,11,2016
Mental disable,28004,local,Female,7,2016
Mental disable,28004,local,Male,11,2016
Multiple disable,28004,local,Female,18,2016
Multiple disable,28004,local,Male,17,2016
No disability,28004,local,Female,13123,2016
No disability,28004,local,Male,12779,2016
Physical,28004,local,Female,48,2016
Physical,28004,local,Male,70,2016
Speech problem,28004,local,Female,13,2016
Speech problem,28004,local,Male,19,2016
Blind/low vision,17,district,Female,752,2016
Blind/low vision,17,district,Male,688,2016
Deaf/hard of hearing,17,district,Female,553,2016
Deaf/hard of hearing,17,district,Male,655,2016
Deaf-Blind,17,district,Female,71,2016
Deaf-Blind,17,district,Male,73,2016
Intellectual disable,17,district,Female,182,2016
Intellectual disable,17,district,Male,237,2016
Mental disable,17,district,Female,218,2016
Mental disable,17,district,Male,222,2016
Multiple disable,17,district,Female,293,2016
Multiple disable,17,district,Male,347,2016
No disability,17,district,Female,174629,2016
No disability,17,district,Male,151838,2016
Physical,17,district,Female,1085,2016
Physical,17,district,Male,1476,2016
Speech problem,17,district,Female,409,2016
Speech problem,17,district,Male,564,2016
Blind/low vision,30010,local,Female,51,2016
Blind/low vision,30010,local,Male,43,2016
Deaf/hard of hearing,30010,local,Female,28,2016
Deaf/hard of hearing,30010,local,Male,41,2016
Deaf-Blind,30010,local,Female,5,2016
Deaf-Blind,30010,local,Male,6,2016
Intellectual disable,30010,local,Female,4,2016
Intellectual disable,30010,local,Male,6,2016
Mental disable,30010,local,Female,4,2016
Mental disable,30010,local,Male,10,2016
Multiple disable,30010,local,Female,13,2016
Multiple disable,30010,local,Male,14,2016
No disability,30010,local,Female,4957,2016
No disability,30010,local,Male,4266,2016
Physical,30010,local,Female,36,2016
Physical,30010,local,Male,60,2016
Speech problem,30010,local,Female,2,2016
Speech problem,30010,local,Male,16,2016
Blind/low vision,30007,local,Female,20,2016
Blind/low vision,30007,local,Male,18,2016
Deaf/hard of hearing,30007,local,Female,17,2016
Deaf/hard of hearing,30007,local,Male,19,2016
Deaf-Blind,30007,local,Female,2,2016
Deaf-Blind,30007,local,Male,4,2016
Intellectual disable,30007,local,Female,3,2016
Intellectual disable,30007,local,Male,13,2016
Mental disable,30007,local,Female,10,2016
Mental disable,30007,local,Male,10,2016
Multiple disable,30007,local,Female,5,2016
Multiple disable,30007,local,Male,8,2016
No disability,30007,local,Female,6800,2016
No disability,30007,local,Male,5721,2016
Physical,30007,local,Female,33,2016
Physical,30007,local,Male,33,2016
Speech problem,30007,local,Female,12,2016
Speech problem,30007,local,Male,21,2016
Blind/low vision,30004,local,Female,35,2016
Blind/low vision,30004,local,Male,34,2016
Deaf/hard of hearing,30004,local,Female,23,2016
Deaf/hard of hearing,30004,local,Male,30,2016
Deaf-Blind,30004,local,Female,4,2016
Deaf-Blind,30004,local,Male,3,2016
Intellectual disable,30004,local,Female,12,2016
Intellectual disable,30004,local,Male,25,2016
Mental disable,30004,local,Female,10,2016
Mental disable,30004,local,Male,11,2016
Multiple disable,30004,local,Female,17,2016
Multiple disable,30004,local,Male,21,2016
No disability,30004,local,Female,13070,2016
No disability,30004,local,Male,12067,2016
Physical,30004,local,Female,103,2016
Physical,30004,local,Male,116,2016
Speech problem,30004,local,Female,39,2016
Speech problem,30004,local,Male,35,2016
Blind/low vision,30009,local,Female,141,2016
Blind/low vision,30009,local,Male,117,2016
Deaf/hard of hearing,30009,local,Female,71,2016
Deaf/hard of hearing,30009,local,Male,87,2016
Deaf-Blind,30009,local,Female,9,2016
Deaf-Blind,30009,local,Male,12,2016
Intellectual disable,30009,local,Female,39,2016
Intellectual disable,30009,local,Male,33,2016
Mental disable,30009,local,Female,26,2016
Mental disable,30009,local,Male,39,2016
Multiple disable,30009,local,Female,45,2016
Multiple disable,30009,local,Male,39,2016
No disability,30009,local,Female,31470,2016
No disability,30009,local,Male,25928,2016
Physical,30009,local,Female,143,2016
Physical,30009,local,Male,196,2016
Speech problem,30009,local,Female,61,2016
Speech problem,30009,local,Male,59,2016
Blind/low vision,30011,local,Female,60,2016
Blind/low vision,30011,local,Male,50,2016
Deaf/hard of hearing,30011,local,Female,44,2016
Deaf/hard of hearing,30011,local,Male,50,2016
Deaf-Blind,30011,local,Female,5,2016
Deaf-Blind,30011,local,Male,3,2016
Intellectual disable,30011,local,Female,25,2016
Intellectual disable,30011,local,Male,25,2016
Mental disable,30011,local,Female,18,2016
Mental disable,30011,local,Male,9,2016
Multiple disable,30011,local,Female,40,2016
Multiple disable,30011,local,Male,55,2016
No disability,30011,local,Female,12453,2016
No disability,30011,local,Male,10598,2016
Physical,30011,local,Female,94,2016
Physical,30011,local,Male,138,2016
Speech problem,30011,local,Female,25,2016
Speech problem,30011,local,Male,37,2016
Blind/low vision,30005,local,Female,52,2016
Blind/low vision,30005,local,Male,47,2016
Deaf/hard of hearing,30005,local,Female,43,2016
Deaf/hard of hearing,30005,local,Male,60,2016
Deaf-Blind,30005,local,Female,4,2016
Deaf-Blind,30005,local,Male,4,2016
Intellectual disable,30005,local,Female,1,2016
Intellectual disable,30005,local,Male,4,2016
Mental disable,30005,local,Female,15,2016
Mental disable,30005,local,Male,16,2016
Multiple disable,30005,local,Female,21,2016
Multiple disable,30005,local,Male,32,2016
No disability,30005,local,Female,12020,2016
No disability,30005,local,Male,9231,2016
Physical,30005,local,Female,69,2016
Physical,30005,local,Male,95,2016
Speech problem,30005,local,Female,32,2016
Speech problem,30005,local,Male,38,2016
Blind/low vision,30008,local,Female,27,2016
Blind/low vision,30008,local,Male,26,2016
Deaf/hard of hearing,30008,local,Female,22,2016
Deaf/hard of hearing,30008,local,Male,22,2016
Deaf-Blind,30008,local,Female,3,2016
Deaf-Blind,30008,local,Male,2,2016
Intellectual disable,30008,local,Female,10,2016
Intellectual disable,30008,local,Male,16,2016
Mental disable,30008,local,Female,8,2016
Mental disable,30008,local,Male,13,2016
Multiple disable,30008,local,Female,9,2016
Multiple disable,30008,local,Male,15,2016
No disability,30008,local,Female,7131,2016
No disability,30008,local,Male,5448,2016
Physical,30008,local,Female,43,2016
Physical,30008,local,Male,34,2016
Speech problem,30008,local,Female,14,2016
Speech problem,30008,local,Male,27,2016
Blind/low vision,30003,local,Female,56,2016
Blind/low vision,30003,local,Male,63,2016
Deaf/hard of hearing,30003,local,Female,43,2016
Deaf/hard of hearing,30003,local,Male,58,2016
Deaf-Blind,30003,local,Female,4,2016
Deaf-Blind,30003,local,Male,5,2016
Intellectual disable,30003,local,Female,24,2016
Intellectual disable,30003,local,Male,31,2016
Mental disable,30003,local,Female,18,2016
Mental disable,30003,local,Male,11,2016
Multiple disable,30003,local,Female,16,2016
Multiple disable,30003,local,Male,18,2016
No disability,30003,local,Female,13486,2016
No disability,30003,local,Male,12913,2016
Physical,30003,local,Female,100,2016
Physical,30003,local,Male,156,2016
Speech problem,30003,local,Female,26,2016
Speech problem,30003,local,Male,56,2016
Blind/low vision,30006,local,Female,66,2016
Blind/low vision,30006,local,Male,63,2016
Deaf/hard of hearing,30006,local,Female,61,2016
Deaf/hard of hearing,30006,local,Male,71,2016
Deaf-Blind,30006,local,Female,7,2016
Deaf-Blind,30006,local,Male,6,2016
Intellectual disable,30006,local,Female,17,2016
Intellectual disable,30006,local,Male,22,2016
Mental disable,30006,local,Female,29,2016
Mental disable,30006,local,Male,19,2016
Multiple disable,30006,local,Female,10,2016
Multiple disable,30006,local,Male,8,2016
No disability,30006,local,Female,13080,2016
No disability,30006,local,Male,10209,2016
Physical,30006,local,Female,94,2016
Physical,30006,local,Male,139,2016
Speech problem,30006,local,Female,29,2016
Speech problem,30006,local,Male,36,2016
Blind/low vision,30013,local,Female,73,2016
Blind/low vision,30013,local,Male,41,2016
Deaf/hard of hearing,30013,local,Female,72,2016
Deaf/hard of hearing,30013,local,Male,69,2016
Deaf-Blind,30013,local,Female,6,2016
Deaf-Blind,30013,local,Male,2,2016
Intellectual disable,30013,local,Female,8,2016
Intellectual disable,30013,local,Male,6,2016
Mental disable,30013,local,Female,22,2016
Mental disable,30013,local,Male,20,2016
Multiple disable,30013,local,Female,34,2016
Multiple disable,30013,local,Male,30,2016
No disability,30013,local,Female,12607,2016
No disability,30013,local,Male,9736,2016
Physical,30013,local,Female,62,2016
Physical,30013,local,Male,90,2016
Speech problem,30013,local,Female,26,2016
Speech problem,30013,local,Male,56,2016
Blind/low vision,30002,local,Female,49,2016
Blind/low vision,30002,local,Male,63,2016
Deaf/hard of hearing,30002,local,Female,39,2016
Deaf/hard of hearing,30002,local,Male,36,2016
Deaf-Blind,30002,local,Female,3,2016
Deaf-Blind,30002,local,Male,8,2016
Intellectual disable,30002,local,Female,10,2016
Intellectual disable,30002,local,Male,13,2016
Mental disable,30002,local,Female,16,2016
Mental disable,30002,local,Male,22,2016
Multiple disable,30002,local,Female,25,2016
Multiple disable,30002,local,Male,33,2016
No disability,30002,local,Female,15565,2016
No disability,30002,local,Male,14851,2016
Physical,30002,local,Female,92,2016
Physical,30002,local,Male,124,2016
Speech problem,30002,local,Female,33,2016
Speech problem,30002,local,Male,47,2016
Blind/low vision,30012,local,Female,63,2016
Blind/low vision,30012,local,Male,68,2016
Deaf/hard of hearing,30012,local,Female,38,2016
Deaf/hard of hearing,30012,local,Male,38,2016
Deaf-Blind,30012,local,Female,11,2016
Deaf-Blind,30012,local,Male,11,2016
Intellectual disable,30012,local,Female,8,2016
Intellectual disable,30012,local,Male,12,2016
Mental disable,30012,local,Female,27,2016
Mental disable,30012,local,Male,27,2016
Multiple disable,30012,local,Female,20,2016
Multiple disable,30012,local,Male,32,2016
No disability,30012,local,Female,16538,2016
No disability,30012,local,Male,15629,2016
Physical,30012,local,Female,112,2016
Physical,30012,local,Male,170,2016
Speech problem,30012,local,Female,44,2016
Speech problem,30012,local,Male,66,2016
Blind/low vision,30001,local,Female,59,2016
Blind/low vision,30001,local,Male,55,2016
Deaf/hard of hearing,30001,local,Female,52,2016
Deaf/hard of hearing,30001,local,Male,74,2016
Deaf-Blind,30001,local,Female,8,2016
Deaf-Blind,30001,local,Male,7,2016
Intellectual disable,30001,local,Female,21,2016
Intellectual disable,30001,local,Male,31,2016
Mental disable,30001,local,Female,15,2016
Mental disable,30001,local,Male,15,2016
Multiple disable,30001,local,Female,38,2016
Multiple disable,30001,local,Male,42,2016
No disability,30001,local,Female,15452,2016
No disability,30001,local,Male,15241,2016
Physical,30001,local,Female,104,2016
Physical,30001,local,Male,125,2016
Speech problem,30001,local,Female,66,2016
Speech problem,30001,local,Male,70,2016
Blind/low vision,5,province,Female,7437,2016
Blind/low vision,5,province,Male,7357,2016
Deaf/hard of hearing,5,province,Female,6597,2016
Deaf/hard of hearing,5,province,Male,6662,2016
Deaf-Blind,5,province,Female,962,2016
Deaf-Blind,5,province,Male,932,2016
Intellectual disable,5,province,Female,1264,2016
Intellectual disable,5,province,Male,1639,2016
Mental disable,5,province,Female,2560,2016
Mental disable,5,province,Male,3075,2016
Multiple disable,5,province,Female,2890,2016
Multiple disable,5,province,Male,3402,2016
No disability,5,province,Female,2315999,2016
No disability,5,province,Male,2064469,2016
Physical,5,province,Female,12709,2016
Physical,5,province,Male,17798,2016
Speech problem,5,province,Female,4169,2016
Speech problem,5,province,Male,5264,2016
Blind/low vision,24,district,Female,574,2016
Blind/low vision,24,district,Male,595,2016
Deaf/hard of hearing,24,district,Female,539,2016
Deaf/hard of hearing,24,district,Male,578,2016
Deaf-Blind,24,district,Female,54,2016
Deaf-Blind,24,district,Male,63,2016
Intellectual disable,24,district,Female,130,2016
Intellectual disable,24,district,Male,165,2016
Mental disable,24,district,Female,289,2016
Mental disable,24,district,Male,307,2016
Multiple disable,24,district,Female,272,2016
Multiple disable,24,district,Male,389,2016
No disability,24,district,Female,155594,2016
No disability,24,district,Male,115789,2016
Physical,24,district,Female,1144,2016
Physical,24,district,Male,1543,2016
Speech problem,24,district,Female,430,2016
Speech problem,24,district,Male,550,2016
Blind/low vision,46006,local,Female,32,2016
Blind/low vision,46006,local,Male,32,2016
Deaf/hard of hearing,46006,local,Female,40,2016
Deaf/hard of hearing,46006,local,Male,40,2016
Deaf-Blind,46006,local,Female,0,2016
Deaf-Blind,46006,local,Male,4,2016
Intellectual disable,46006,local,Female,10,2016
Intellectual disable,46006,local,Male,10,2016
Mental disable,46006,local,Female,22,2016
Mental disable,46006,local,Male,14,2016
Multiple disable,46006,local,Female,25,2016
Multiple disable,46006,local,Male,26,2016
No disability,46006,local,Female,10357,2016
No disability,46006,local,Male,8014,2016
